"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
Finland,"1,927",+45,28,+3,300,"1,599",73,348,5,"31,714","5,724"
Serbia,"1,908",+284,51,+7,54,"1,803",98,218,6,"7,360",842
Mexico,"1,890",+202,79,+19,633,"1,178",1,15,0.6,"15,668",122
Panama,"1,801",,46,,13,"1,742",75,417,11,"9,256","2,145"
Peru,"1,746",,73,,914,759,88,53,2,"17,841",541
Greece,"1,673",,70,+2,78,"1,525",92,161,7,"22,437","2,153"
South Africa,"1,585",,9,,95,"1,481",7,27,0.2,"53,937",909
Dominican Republic,"1,578",,77,,17,"1,484",147,145,7,"4,542",419
UAE,"1,505",,10,,125,"1,370",1,152,1,"220,000","22,244"
Iceland,"1,486",+69,4,,428,"1,054",11,"4,355",12,"25,394","74,416"
Argentina,"1,451",,43,,279,"1,129",86,32,1,"8,488",188
Colombia,"1,406",,32,,85,"1,289",50,28,0.6,"23,706",466
Qatar,"1,325",,3,,109,"1,213",37,460,1,"31,951","11,090"
Singapore,"1,309",+120,6,,297,"1,006",24,224,1,"39,000","6,666"
Algeria,"1,251",,130,,90,"1,031",,29,3,"3,359",77
Ukraine,"1,251",+26,32,,25,"1,194",16,29,0.7,"5,493",126
Croatia,"1,182",+56,15,+3,119,"1,048",39,288,4,"10,847","2,642"
Estonia,"1,097",+58,15,+2,62,"1,020",17,827,11,"21,004","15,834"
Egypt,"1,070",,71,,241,758,,10,0.7,"25,000",244
New Zealand,"1,039",+89,1,,156,882,3,215,0.2,"36,209","7,509"
Slovenia,997,+20,28,+6,79,890,31,480,13,"27,764","13,355"
Morocco,961,+42,69,+10,70,822,1,26,2,"3,532",96
Hong Kong,890,+28,4,,206,680,8,119,0.5,"90,000","12,005"
Iraq,878,,56,,259,563,,22,1,,
Armenia,822,+52,7,,57,758,30,277,2,"4,666","1,575"
Lithuania,811,+40,12,+1,7,792,11,298,4,"23,645","8,686"
Moldova,752,,14,+2,30,708,80,186,3,,
Hungary,733,+55,34,+2,66,633,17,76,4,"21,250","2,200"
Diamond Princess,712,,11,,619,82,10,,,,
Bahrain,698,+10,4,,427,267,3,410,2,"43,579","25,611"
Bosnia and Herzegovina,654,+30,21,,30,603,4,199,6,"5,349","1,630"
Azerbaijan,584,+63,5,,32,547,17,58,0.5,"40,000","3,945"
Kazakhstan,569,+38,6,+1,36,527,6,30,0.3,"5,093",271
Belarus,562,+122,8,+3,53,501,11,59,0.8,"32,000","3,386"
Kuwait,556,+77,1,,99,456,17,130,0.2,,
North Macedonia,555,+72,18,+1,23,514,15,266,9,"4,920","2,362"
Cameroon,555,,9,,17,529,,21,0.3,,
Tunisia,553,,19,+1,5,529,39,47,2,"6,485",549
Latvia,533,+24,1,,1,531,4,283,0.5,"20,680","10,964"
Lebanon,527,+7,18,+1,54,455,28,77,3,"9,411","1,379"
Bulgaria,522,+19,18,+1,37,467,26,75,3,"15,899","2,288"
Andorra,501,+35,18,+1,26,457,12,"6,484",233,,
Slovakia,485,+14,1,,10,474,3,89,0.2,"15,155","2,776"
Costa Rica,435,,2,,13,420,13,85,0.4,"4,654",914
Cyprus,426,,9,,33,384,11,353,7,"10,154","8,410"
Uruguay,400,,5,,93,302,13,115,1,"5,063","1,458"
Taiwan,363,+8,5,,54,304,,15,0.2,"36,304","1,524"
Albania,361,+28,20,,104,237,7,125,7,"2,396",833
Afghanistan,337,+28,7,,15,315,,9,0.2,,
Réunion,334,,,,40,294,4,373,,,
Jordan,323,,5,,74,244,5,32,0.5,,
Burkina Faso,318,,16,,66,236,,15,0.8,,
Oman,298,+21,2,,61,235,3,58,0.4,,
Uzbekistan,298,+32,2,,30,266,8,9,0.06,,
Cuba,288,,6,,15,267,11,25,0.5,"3,342",295
Honduras,268,+4,22,+7,6,240,10,27,2,,
San Marino,266,+7,32,,35,199,14,"7,839",943,586,"17,270"
Channel Islands,262,,5,,13,244,,"1,507",29,,
Ivory Coast,245,,1,,25,219,,9,0.04,,
Vietnam,241,+1,,,90,151,3,2,,"88,551",910
Mauritius,227,+31,7,,7,213,1,178,6,,
Malta,227,+14,,,2,225,3,514,,"10,358","23,459"
Palestine,226,+9,1,,23,202,,44,0.2,"12,738","2,497"
Nigeria,224,+10,5,+1,27,192,2,1,0.02,"4,000",19
Senegal,222,+3,2,,82,138,1,13,0.1,,
Ghana,214,+9,5,,31,178,2,7,0.2,,
Montenegro,203,+2,2,,1,200,4,323,3,"1,456","2,318"
Faeroe Islands,181,,,,99,82,1,"3,704",,"4,890","100,076"
Sri Lanka,174,+8,5,,29,140,5,8,0.2,,
Georgia,170,+8,2,+1,36,132,6,43,0.5,"2,762",692
Bolivia,157,+18,10,,2,145,3,13,0.9,591,51
Venezuela,155,,7,,52,96,6,5,0.2,"1,779",63
DRC,154,,18,,3,133,,2,0.2,,
Kyrgyzstan,147,+3,1,,9,137,5,23,0.2,"9,618","1,474"
Martinique,145,,3,,27,115,22,386,8,,
Niger,144,,8,,,136,,6,0.3,"4,012",166
Brunei,135,,1,,73,61,3,309,2,"8,129","18,581"
Guadeloupe,134,,7,,24,103,14,335,17,,
Mayotte,134,,2,,14,118,3,491,7,479,"1,756"
Isle of Man,127,+1,1,,,126,,"1,494",12,"1,334","15,688"
Kenya,126,,4,,4,118,2,2,0.07,"2,201",41
Cambodia,114,,,,50,64,1,7,,"5,768",345
Guinea,111,,,,5,106,,8,,,
Paraguay,104,+8,3,,12,89,2,15,0.4,"1,381",194
Trinidad and Tobago,103,,6,,1,96,,74,4,779,557
Rwanda,102,,,,4,98,,8,,,
Gibraltar,98,,,,52,46,,"2,909",,"1,269","37,666"
Bangladesh,88,+18,9,+1,33,46,1,0.5,0.05,"2,086",13
Liechtenstein,77,,1,,,76,,"2,020",26,900,"23,605"
Madagascar,72,+2,,,2,70,6,3,,,
Monaco,66,,1,,3,62,2,"1,682",25,,
Aruba,64,,,,1,63,,599,,863,"8,083"
El Salvador,62,+6,3,,2,57,4,10,0.5,,
Guatemala,61,,2,,15,44,1,3,0.1,"1,134",63
French Guiana,61,,,,22,39,1,204,,,
Djibouti,59,+9,,,9,50,,60,,,
Jamaica,55,+2,3,,7,45,,19,1,540,182
Barbados,52,,,,,52,,181,,382,"1,329"
Uganda,48,,,,,48,,1,,"2,629",57
Congo,45,+23,5,+3,2,38,,8,0.9,,
Macao,44,,,,10,34,,68,,,
Ethiopia,43,+5,1,+1,4,38,1,0.4,0.01,"1,843",16
Mali,41,,3,,1,37,,2,0.1,,
Togo,41,,3,,17,21,,5,0.4,,
French Polynesia,40,,,,,40,1,142,,583,"2,075"
Zambia,39,,1,,3,35,,2,0.05,619,34
Bermuda,37,,,,14,23,,594,,291,"4,673"
Cayman Islands,35,,1,,1,33,,533,15,319,"4,854"
Saint Martin,29,+5,2,,7,20,6,750,52,,
Eritrea,29,,,,,29,,8,,,
Bahamas,28,,4,,,24,1,71,10,,
Sint Maarten,25,+2,4,,6,15,,583,93,82,"1,912"
Guyana,24,+1,4,,,20,,31,5,93,118
Gabon,21,,1,,1,19,,9,0.4,,
Myanmar,21,,1,,,20,,0.4,0.02,,
Haiti,21,+1,,,1,20,,2,,247,22
Tanzania,20,,1,,3,16,,0.3,0.02,,
Syria,19,+3,2,,2,15,,1,0.1,,
Maldives,19,,,,13,6,,35,,,
Libya,18,,1,,,17,,3,0.1,294,43
Guinea-Bissau,18,,,,,18,,9,,,
New Caledonia,17,,,,1,16,,60,,"1,390","4,869"
Benin,16,,,,2,14,,1,,,
Equatorial Guinea,16,,,,1,15,,11,,,
Namibia,16,+2,,,3,13,,6,,301,118
Antigua and Barbuda,15,,,,,15,1,153,,40,408
Dominica,14,,,,,14,,194,,255,"3,542"
Mongolia,14,,,,2,12,,4,,,
Saint Lucia,14,,,,1,13,,76,,,
Liberia,13,+3,3,+2,3,7,,3,0.6,,
Fiji,12,,,,,12,,13,,,
Grenada,12,,,,,12,2,107,,45,400
Curaçao,11,,1,,5,5,,67,6,,
Greenland,11,,,,3,8,,194,,542,"9,547"
Laos,11,+1,,,,11,,2,,604,83
Angola,10,,2,,2,6,,0.3,0.06,,
Sudan,10,,2,,2,6,,0.2,0.05,,
Suriname,10,,1,,,9,,17,2,,
Mozambique,10,,,,1,9,,0.3,,338,11
Seychelles,10,,,,,10,,102,,,
MS Zaandam,9,,2,,,7,,,,,
Zimbabwe,9,,1,,,8,,0.6,0.07,316,21
Nepal,9,,,,1,8,,0.3,,"1,521",52
Chad,9,,,,,9,,0.5,,,
Saint Kitts and Nevis,9,,,,,9,,169,,113,"2,124"
Eswatini,9,,,,,9,,8,,,
CAR,8,,,,,8,,2,,,
Cabo Verde,7,,1,,,6,,13,2,,
Vatican City,7,,,,,7,,"8,739",,,
St. Vincent Grenadines,7,,,,1,6,,63,,,
Somalia,7,,,,1,6,,0.4,,,
Mauritania,6,,1,,2,3,,1,0.2,67,14
Montserrat,6,,,,,6,,"1,202",,,
St. Barth,6,,,,1,5,,607,,,
Sierra Leone,6,+2,,,,6,,0.8,,,
Nicaragua,5,,1,,,4,,0.8,0.2,,
Bhutan,5,,,,2,3,,6,,,
Turks and Caicos,5,,,,,5,,129,,,
Botswana,4,,1,,,3,,2,0.4,175,74
Gambia,4,,1,,2,1,,2,0.4,,
Belize,4,,,,,4,,10,,25,63
Malawi,4,,,,,4,,0.2,,,
Western Sahara,4,,,,,4,,7,,,
Anguilla,3,,,,,3,,200,,,
British Virgin Islands,3,,,,,3,,99,,,
Burundi,3,,,,,3,,0.3,,,
Caribbean Netherlands,2,,,,,2,,76,,10,381
Falkland Islands,1,,,,,1,,287,,,
Papua New Guinea,1,,,,,1,,0.1,,72,8
Saint Pierre Miquelon,1,+1,,,,1,,173,,,
South Sudan,1,+1,,,,1,,0.09,,,
Timor-Leste,1,,,,,1,,0.8,,,
China,"81,669",+30,"3,329",+3,"76,964","1,376",295,57,2,,
Total:,"1,225,035","+23,582","66,503","+1,815","253,855","904,677","44,566",157.2,8.5,,
